date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:30:09	4798/4798	---M--	200	added ('OK')	image/png	date:Sun,%2019%20Sep%202021%2019:29:07%20GMT	http://duruthemes.com/demo/html/savoye/multipage-dark/img/clients/7.png	C:/My%20Web%20Sites/project-dark-architecture/duruthemes.com/demo/html/savoye/multipage-dark/img/clients/7.png	(from http://duruthemes.com/demo/html/savoye/multipage-dark/about.html)
16:30:10	4667/4667	---M--	200	added ('OK')	image/png	date:Sun,%2019%20Sep%202021%2019:29:07%20GMT	http://duruthemes.com/demo/html/savoye/multipage-dark/img/clients/8.png	C:/My%20Web%20Sites/project-dark-architecture/duruthemes.com/demo/html/savoye/multipage-dark/img/clients/8.png	(from http://duruthemes.com/demo/html/savoye/multipage-dark/about.html)
16:30:10	14696/14696	---M-Z	200	added ('OK')	text/html	date:Sun,%2019%20Sep%202021%2020:58:00%20GMT	http://duruthemes.com/demo/html/savoye/multipage-dark/3d-modelling.html	C:/My%20Web%20Sites/project-dark-architecture/duruthemes.com/demo/html/savoye/multipage-dark/3d-modelling.html	(from http://duruthemes.com/demo/html/savoye/multipage-dark/services.html)
16:30:10	14684/14684	---M-Z	200	added ('OK')	text/html	date:Sun,%2019%20Sep%202021%2020:56:44%20GMT	http://duruthemes.com/demo/html/savoye/multipage-dark/planning.html	C:/My%20Web%20Sites/project-dark-architecture/duruthemes.com/demo/html/savoye/multipage-dark/planning.html	(from http://duruthemes.com/demo/html/savoye/multipage-dark/services.html)
16:30:25	176620/176620	---M--	200	added ('OK')	image/jpeg	date:Sun,%2019%20Sep%202021%2019:29:19%20GMT	http://duruthemes.com/demo/html/savoye/multipage-dark/img/team/4.jpg	C:/My%20Web%20Sites/project-dark-architecture/duruthemes.com/demo/html/savoye/multipage-dark/img/team/4.jpg	(from http://duruthemes.com/demo/html/savoye/multipage-dark/about.html)
16:30:34	141516/141516	---M--	200	added ('OK')	image/jpeg	date:Sun,%2019%20Sep%202021%2019:29:23%20GMT	http://duruthemes.com/demo/html/savoye/multipage-dark/img/services/1.jpg	C:/My%20Web%20Sites/project-dark-architecture/duruthemes.com/demo/html/savoye/multipage-dark/img/services/1.jpg	(from http://duruthemes.com/demo/html/savoye/multipage-dark/project-page.html)
16:30:43	51423/51423	---M--	200	added ('OK')	image/jpeg	date:Sun,%2019%20Sep%202021%2019:29:18%20GMT	http://duruthemes.com/demo/html/savoye/multipage-dark/img/team/5.jpg	C:/My%20Web%20Sites/project-dark-architecture/duruthemes.com/demo/html/savoye/multipage-dark/img/team/5.jpg	(from http://duruthemes.com/demo/html/savoye/multipage-dark/team.html)
16:30:45	4520/4520	---M--	200	added ('OK')	image/png	date:Sun,%2019%20Sep%202021%2019:29:07%20GMT	http://duruthemes.com/demo/html/savoye/multipage-dark/img/clients/9.png	C:/My%20Web%20Sites/project-dark-architecture/duruthemes.com/demo/html/savoye/multipage-dark/img/clients/9.png	(from http://duruthemes.com/demo/html/savoye/multipage-dark/clients.html)
16:30:46	4291/4291	---M--	200	added ('OK')	image/png	date:Sun,%2019%20Sep%202021%2019:29:07%20GMT	http://duruthemes.com/demo/html/savoye/multipage-dark/img/clients/10.png	C:/My%20Web%20Sites/project-dark-architecture/duruthemes.com/demo/html/savoye/multipage-dark/img/clients/10.png	(from http://duruthemes.com/demo/html/savoye/multipage-dark/clients.html)
16:30:47	4293/4293	---M--	200	added ('OK')	image/png	date:Sun,%2019%20Sep%202021%2019:29:07%20GMT	http://duruthemes.com/demo/html/savoye/multipage-dark/img/clients/11.png	C:/My%20Web%20Sites/project-dark-architecture/duruthemes.com/demo/html/savoye/multipage-dark/img/clients/11.png	(from http://duruthemes.com/demo/html/savoye/multipage-dark/clients.html)
16:30:50	161255/161255	---M--	200	added ('OK')	image/jpeg	date:Sun,%2019%20Sep%202021%2019:29:22%20GMT	http://duruthemes.com/demo/html/savoye/multipage-dark/img/services/2.jpg	C:/My%20Web%20Sites/project-dark-architecture/duruthemes.com/demo/html/savoye/multipage-dark/img/services/2.jpg	(from http://duruthemes.com/demo/html/savoye/multipage-dark/project-page.html)
16:31:05	610419/610419	---M--	200	added ('OK')	image/jpeg	date:Sun,%2019%20Sep%202021%2019:29:11%20GMT	http://duruthemes.com/demo/html/savoye/multipage-dark/img/slider/2.jpg	C:/My%20Web%20Sites/project-dark-architecture/duruthemes.com/demo/html/savoye/multipage-dark/img/slider/2.jpg	(from http://duruthemes.com/demo/html/savoye/multipage-dark/css/style.css)
